"","human","humanLabel","genderLabel","birthdate","deathdate"
"4304","Q4416615","Серафим","мужской пол","1905-07-02T00:00:00Z","1979-04-22T00:00:00Z"
"4305","Q4416119","Сендецкий, Василий Иванович","мужской пол","1838-01-01T00:00:00Z","1907-02-17T00:00:00Z"
"4306","Q4416118","Сендецкий, Олег Петрович","мужской пол","",""
"4307","Q4416076","Сена, Лев Аронович","мужской пол","1907-12-28T00:00:00Z","1996-12-15T00:00:00Z"
"4308","Q4415886","Семёнова-Тян-Шанская, Вера Дмитриевна","женский пол","1883-11-08T00:00:00Z","1984-11-11T00:00:00Z"
"4309","Q4415882","Нимфодора Семёновна Семёнова","женский пол","1788-01-01T00:00:00Z","1876-03-28T00:00:00Z"
"4310","Q4415881","Семёнова, Леда Александровна","женский пол","1939-06-25T00:00:00Z",""
"4311","Q4415880","Екатерина Семёновна Семёнова","женский пол","1786-11-18T00:00:00Z","1849-03-13T00:00:00Z"
"4312","Q4415870","Семёнова, Алёна Михайловна","женский пол","1980-07-30T00:00:00Z",""
"4313","Q4415868","Вениамин Петрович Семёнов-Тян-Шанский","мужской пол","1870-04-20T00:00:00Z","1942-02-10T00:00:00Z"
"4314","Q4415867","Семёнов-Тян-Шанский, Дмитрий Петрович","мужской пол","1852-11-07T00:00:00Z","1917-11-01T00:00:00Z"
"4315","Q4415864","Семёнов, Янис Игоревич","мужской пол","1981-04-14T00:00:00Z",""
"4316","Q4415852","Семёнов, Сергей Петрович","мужской пол","1952-02-03T00:00:00Z",""
"4317","Q4415817","Семёнов, Глеб Сергеевич","мужской пол","1918-04-18T00:00:00Z","1982-01-23T00:00:00Z"
"4318","Q4415800","Семёнов, Владимир Иванович","мужской пол","1867-01-01T00:00:00Z","1910-01-01T00:00:00Z"
"4319","Q44156029","Нина Молодых","женский пол","1950-10-27T00:00:00Z",""
"4320","Q44155938","Владимир Васильевич Татаринов","мужской пол","1878-09-20T00:00:00Z","1941-05-11T00:00:00Z"
"4321","Q4415573","Семичов, Алексей Сергеевич","мужской пол","1959-01-01T00:00:00Z",""
"4322","Q44155694","Александр Иванович Постников","мужской пол","1766-01-01T00:00:00Z","1830-02-21T00:00:00Z"
"4323","Q44155664","Сергей Алексеевич Разорёнов","мужской пол","1909-01-31T00:00:00Z","1991-01-01T00:00:00Z"
"4324","Q44155591","Павел Фёдорович Родионов","мужской пол","1857-01-01T00:00:00Z","1908-04-09T00:00:00Z"
"4325","Q44155484","Василий Михайлович Петрашевский","мужской пол","1787-01-01T00:00:00Z",""
"4326","Q44155426","Генрих Христианович Штегеман","мужской пол","1815-01-01T00:00:00Z",""
"4327","Q44155357","Александр Львович Иоффе","мужской пол","1950-04-27T00:00:00Z",""
"4328","Q44155202","Александр Аркадьевич Иванов","мужской пол","1952-08-28T00:00:00Z",""
"4329","Q4415339","Сементовский-Курилло, Дмитрий Константинович","мужской пол","1859-09-16T00:00:00Z","1911-01-13T00:00:00Z"
"4330","Q4415106","Михаил Иванович Семевский","мужской пол","1837-01-16T00:00:00Z","1892-03-21T00:00:00Z"
"4331","Q4415101","Василий Иванович Семевский","мужской пол","1849-01-06T00:00:00Z","1916-10-04T00:00:00Z"
"4332","Q4415100","Семевский, Борис Николаевич","мужской пол","1907-03-06T00:00:00Z","1976-12-05T00:00:00Z"
"4333","Q4415008","Селявин, Николай Иванович","мужской пол","1774-01-01T00:00:00Z","1833-10-06T00:00:00Z"
"4334","Q4414986","Селюк, Дмитрий Дмитриевич","мужской пол","1964-01-01T00:00:00Z",""
"4335","Q4413814","Селиховкин, Андрей Витимович","мужской пол","1955-04-08T00:00:00Z",""
"4336","Q4413801","Селифонтов, Николай Николаевич","мужской пол","1835-11-04T00:00:00Z","1900-12-29T00:00:00Z"
"4337","Q4413745","Селивёрстов, Константин Львович","мужской пол","1963-11-03T00:00:00Z",""
"4338","Q4413499","Селезнёв, Сергей Павлович","мужской пол","1944-07-10T00:00:00Z","1996-12-17T00:00:00Z"
"4339","Q4413495","Селезнёв, Владимир Иванович (художник)","мужской пол","1928-08-03T00:00:00Z","1991-03-15T00:00:00Z"
"4340","Q4413482","Селезнёв, Александр Владимирович","мужской пол","1906-11-22T00:00:00Z","1961-05-22T00:00:00Z"
"4341","Q4413024","Тамара Вячеславовна Сезеневская","женский пол","1915-04-11T00:00:00Z","1987-05-09T00:00:00Z"
"4342","Q4413013","Седякин, Александр Игнатьевич","мужской пол","1893-11-26T00:00:00Z","1938-07-29T00:00:00Z"
"4343","Q4412963","Седунов, Александр Петрович","мужской пол","1919-11-07T00:00:00Z","1992-03-02T00:00:00Z"
"4344","Q4412940","Седов-Серов, Яков Иванович","мужской пол","1878-01-01T00:00:00Z","1964-01-01T00:00:00Z"
"4345","Q4412771","Сегеркранц, Роберт Фёдорович","мужской пол","1808-03-25T00:00:00Z","1879-09-22T00:00:00Z"
"4346","Q4412740","Сегал, Александр Израилевич","мужской пол","1905-06-16T00:00:00Z","1971-10-12T00:00:00Z"
"4347","Q4412643","Северюхин, Дмитрий Яковлевич","мужской пол","1954-02-13T00:00:00Z",""
"4348","Q441248","Регель, Роберт Эдуардович","мужской пол","1867-04-27T00:00:00Z","1920-01-20T00:00:00Z"
"4349","Q4412230","Аркадий Северный","мужской пол","1939-03-12T00:00:00Z","1980-04-12T00:00:00Z"
"4350","Q4412010","Северин, Дмитрий Петрович","мужской пол","1791-01-01T00:00:00Z","1865-02-14T00:00:00Z"
"4351","Q4411953","Севастьянов, Пётр Иванович","мужской пол","1811-08-16T00:00:00Z","1867-01-22T00:00:00Z"
"4352","Q4411946","Алексей Тихонович Севастьянов","мужской пол","1917-02-16T00:00:00Z","1942-04-23T00:00:00Z"
"4353","Q4411945","Севастьянов, Александр Фёдорович","мужской пол","1771-07-01T00:00:00Z","1821-01-01T00:00:00Z"
"4354","Q4411343","Святловский, Владимир Владимирович","мужской пол","1871-01-28T00:00:00Z","1927-11-22T00:00:00Z"
"4355","Q4411224","Своик, Пётр Владимирович","мужской пол","1947-12-13T00:00:00Z",""
"4356","Q4411070","Свободин, Павел Матвеевич","мужской пол","1850-12-26T00:00:00Z","1892-12-21T00:00:00Z"
"4357","Q4411009","Иван Иванович Свиязев","мужской пол","1797-01-01T00:00:00Z","1874-11-08T00:00:00Z"
"4358","Q4410927","Свистунова, Мария Алексеевна","женский пол","1778-06-26T00:00:00Z","1866-09-01T00:00:00Z"
"4359","Q4410924","Свистунов, Пётр Николаевич","мужской пол","1803-08-08T00:00:00Z","1889-02-27T00:00:00Z"
"4360","Q4410859","Свирко, Светлана Игоревна","женский пол","1969-07-26T00:00:00Z",""
"4361","Q4410798","Свиридов, Александр Андреевич","мужской пол","1912-02-21T00:00:00Z","1982-03-30T00:00:00Z"
"4362","Q4410778","Свиньин, Александр Дмитриевич","мужской пол","1831-05-28T00:00:00Z","1913-07-24T00:00:00Z"
"4363","Q4410731","Свинин, Александр Васильевич","мужской пол","1958-07-07T00:00:00Z",""
"4364","Q4410657","Свидерский, Валентин Иванович","мужской пол","1902-01-01T00:00:00Z","1973-01-01T00:00:00Z"
"4365","Q4410626","Свешников, Николай Иванович","мужской пол","1839-09-17T00:00:00Z","1899-01-01T00:00:00Z"
"4366","Q4410600","Свечин, Никанор Михайлович","мужской пол","1772-07-03T00:00:00Z","1849-02-13T00:00:00Z"
"4367","Q4410594","Свечин, Михаил Андреевич","мужской пол","1876-05-28T00:00:00Z","1969-04-15T00:00:00Z"
"4368","Q4410590","Свечин, Александр Сергеевич","мужской пол","1755-01-20T00:00:00Z","1801-03-18T00:00:00Z"
"4369","Q4410517","Световидов, Анатолий Николаевич","мужской пол","1903-11-03T00:00:00Z","1985-04-26T00:00:00Z"
"4370","Q4410351","Валериан Яковлевич Ивченко","мужской пол","1860-10-29T00:00:00Z","1934-01-18T00:00:00Z"
"4371","Q4410119","Свердлов, Михаил Борисович","мужской пол","1939-05-17T00:00:00Z",""
"4372","Q4410115","Свердлов, Денис Львович","мужской пол","1978-06-06T00:00:00Z",""
"4373","Q4410111","Свердлов, Абрам Григорьевич","мужской пол","1912-05-08T00:00:00Z","1991-04-02T00:00:00Z"
"4374","Q4410097","Свербеев, Александр Дмитриевич","мужской пол","1835-03-25T00:00:00Z","1917-05-09T00:00:00Z"
"4375","Q4410033","Александр Александрович Сведомский","мужской пол","1848-09-19T00:00:00Z","1911-06-15T00:00:00Z"
"4376","Q4410030","Сведенцов, Николай Иванович","мужской пол","1831-01-01T00:00:00Z","1886-01-01T00:00:00Z"
"4377","Q4409624","Саянов, Виссарион Михайлович","мужской пол","1903-06-16T00:00:00Z","1959-01-22T00:00:00Z"
"4378","Q4409614","Саюталин, Александр Анатольевич","мужской пол","1963-10-26T00:00:00Z",""
"4379","Q4409600","Саша Бородулин","мужской пол","1926-03-08T00:00:00Z","1942-07-07T00:00:00Z"
"4380","Q4409479","Сахаров, Игорь Васильевич","мужской пол","1932-05-11T00:00:00Z",""
"4381","Q4409466","Сахаров, Борис Андреевич","мужской пол","1914-04-10T00:00:00Z","1973-04-12T00:00:00Z"
"4382","Q4409453","Сахарный, Леонид Волькович","мужской пол","1934-05-14T00:00:00Z","1996-12-26T00:00:00Z"
"4383","Q4409295","Ольга Васильевна Сафонова","женский пол","1899-07-08T00:00:00Z","1942-01-04T00:00:00Z"
"4384","Q4409285","Сафонов, Степан Васильевич","мужской пол","1808-01-01T00:00:00Z","1862-04-06T00:00:00Z"
"4385","Q4409283","Сафонов, Пётр Африканович","мужской пол","1877-11-13T00:00:00Z","1928-03-03T00:00:00Z"
"4386","Q4409272","Зарубин, Иван Иванович","мужской пол","1887-09-27T00:00:00Z","1964-02-03T00:00:00Z"
"4387","Q4409268","Сафонов, Георгий Александрович","мужской пол","1902-04-23T00:00:00Z","1984-11-10T00:00:00Z"
"4388","Q4409243","Сафир, Михаил Павлович","мужской пол","1895-11-19T00:00:00Z","1981-01-01T00:00:00Z"
"4389","Q4409202","Сафаров, Георгий Иванович","мужской пол","1891-01-01T00:00:00Z","1942-07-27T00:00:00Z"
"4390","Q4408993","Сатини, Георгий Анатольевич","мужской пол","1921-06-27T00:00:00Z","1967-02-21T00:00:00Z"
"4391","Q4408989","Сатин, Аркадий Дмитриевич","мужской пол","1834-01-01T00:00:00Z","1892-06-28T00:00:00Z"
"4392","Q4408898","Сарычев, Фёдор Васильевич","мужской пол","1829-01-15T00:00:00Z","1884-04-08T00:00:00Z"
"4393","Q4408894","Сарычев, Алексей Андреевич","мужской пол","1760-03-28T00:00:00Z","1827-12-07T00:00:00Z"
"4394","Q4408603","Михаил Иванович Сариотти","мужской пол","1839-01-01T00:00:00Z","1878-02-11T00:00:00Z"
